mission_id,mission_name,launch_date,year,space_era,rocket_name,country,agency,agency_type,is_commercial,mission_type,payload_type,payload_mass_kg,orbit,destination,launch_site,launch_success,mission_success,failure_reason,booster_landing,reusable,crewed,crew_count,cost_usd_millions,cost_per_kg,ai_assisted,ai_role,source
M0152,USA_Falcon9_L1962_016,1962-06-01,1962,Space Race,Falcon 9,USA,USA,Government,0,Comm Satellite,Comm Satellite,3134.0,MEO,MEO,Vandenberg SLC-4E,1,1,,0,0,0,0,147.8,47160.2,0,,JSR/UNOOSA_derived
M0153,USSR_Molniya_L1962_004,1962-06-04,1962,Space Race,Molniya,USSR,USSR,Government,0,Military Sat,Military Sat,500.0,GTO,GTO,Baikonur LC-81,1,1,,0,0,0,0,113.8,227600.0,0,,JSR/UNOOSA_derived
M0154,USA_DeltaII_L1962_012,1962-06-04,1962,Space Race,Delta II,USA,USA,Private,1,Crew Module,Crew Module,1979.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,166.7,84234.5,0,,JSR/UNOOSA_derived
M0155,USA_DeltaIV_L1962_029,1962-06-14,1962,Space Race,Delta IV,USA,USA,Government,0,Resupply,Resupply,2437.0,Polar,Polar,Vandenberg SLC-4E,1,1,,0,0,0,0,95.5,39187.5,0,,JSR/UNOOSA_derived
M0156,USA_DeltaIV_L1962_005,1962-06-17,1962,Space Race,Delta IV,USA,USA,Private,1,Navigation Sat,Navigation Sat,1282.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,223.4,174259.0,0,,JSR/UNOOSA_derived
M0157,USA_Antares_L1962_017,1962-06-17,1962,Space Race,Antares,USA,USA,Government,0,Military Sat,Military Sat,1131.0,GTO,GTO,Cape Canaveral LC-41,1,1,,0,0,0,0,169.9,150221.0,0,,JSR/UNOOSA_derived
M0158,USA_NewGlenn_L1962_051,1962-06-18,1962,Space Race,New Glenn,USA,USA,Government,0,Earth Observation,Earth Observation,7351.0,SSO,SSO,Vandenberg SLC-4E,0,0,Engine Failure,0,0,0,0,109.1,14841.5,0,,JSR/UNOOSA_derived
M0159,USSR_Soyuz_L1962_020,1962-06-19,1962,Space Race,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,5750.0,Polar,Polar,Baikonur LC-81,1,1,,0,0,0,0,102.6,17843.5,0,,JSR/UNOOSA_derived
M0160,USA_NewGlenn_L1962_040,1962-06-20,1962,Space Race,New Glenn,USA,USA,Private,1,Weather Satellite,Weather Satellite,7646.0,LEO,LEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,200.5,26222.9,0,,JSR/UNOOSA_derived
M0161,USSR_Cosmos-3M_L1962_015,1962-06-21,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Crew Module,Crew Module,7182.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,165.8,23085.5,0,,JSR/UNOOSA_derived
M0162,USSR_Proton_L1962_012,1962-06-24,1962,Space Race,Proton,USSR,USSR,Government,0,Resupply,Resupply,2113.0,SSO,SSO,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,177.6,84051.1,0,,JSR/UNOOSA_derived
M0163,USSR_Soyuz_L1962_017,1962-06-26,1962,Space Race,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,5885.0,Polar,Polar,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,73.4,12472.4,0,,JSR/UNOOSA_derived
M0164,USA_DeltaII_L1962_022,1962-07-04,1962,Space Race,Delta II,USA,USA,Private,1,Weather Satellite,Weather Satellite,749.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,55.3,73831.8,0,,JSR/UNOOSA_derived
M0165,USA_Antares_L1962_044,1962-07-05,1962,Space Race,Antares,USA,USA,Government,0,Crew Module,Crew Module,2741.0,MEO,MEO,Vandenberg SLC-4E,1,1,,0,0,0,0,232.4,84786.6,0,,JSR/UNOOSA_derived
M0166,USA_AtlasV_L1962_034,1962-07-19,1962,Space Race,Atlas V,USA,USA,Private,1,Crew Module,Crew Module,921.0,Polar,Polar,Cape Canaveral LC-41,0,0,Engine Failure,0,0,0,0,93.8,101845.8,0,,JSR/UNOOSA_derived
M0167,USA_Antares_L1962_011,1962-07-21,1962,Space Race,Antares,USA,USA,Government,0,Resupply,Resupply,5011.0,ISS,ISS,Cape Canaveral LC-41,1,1,,0,0,0,0,132.5,26441.8,0,,JSR/UNOOSA_derived
M0168,USA_NewGlenn_L1962_006,1962-08-03,1962,Space Race,New Glenn,USA,USA,Government,0,Technology Demo,Technology Demo,6315.0,Polar,Polar,Cape Canaveral SLC-40,1,1,,0,0,0,0,229.7,36373.7,0,,JSR/UNOOSA_derived
M0169,USA_DeltaIV_L1962_001,1962-08-04,1962,Space Race,Delta IV,USA,USA,Government,0,Weather Satellite,Weather Satellite,7124.0,HEO,HEO,Cape Canaveral LC-41,1,1,,0,0,0,0,143.2,20101.1,0,,JSR/UNOOSA_derived
M0170,USA_Falcon9_L1962_046,1962-08-07,1962,Space Race,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,1676.0,TLI,TLI,Cape Canaveral SLC-40,1,1,,0,0,0,0,181.4,108233.9,0,,JSR/UNOOSA_derived
M0171,USA_Antares_L1962_049,1962-08-08,1962,Space Race,Antares,USA,USA,Government,0,Weather Satellite,Weather Satellite,5201.0,SSO,SSO,Vandenberg SLC-4E,1,1,,0,0,0,0,122.3,23514.7,0,,JSR/UNOOSA_derived
M0172,USA_Antares_L1962_027,1962-08-11,1962,Space Race,Antares,USA,USA,Government,0,Science Probe,Science Probe,6312.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,129.3,20484.8,0,,JSR/UNOOSA_derived
M0173,USA_NewGlenn_L1962_050,1962-08-15,1962,Space Race,New Glenn,USA,USA,Private,1,Navigation Sat,Navigation Sat,3213.0,Polar,Polar,Cape Canaveral LC-41,0,0,Range Safety,0,0,0,0,170.3,53003.4,0,,JSR/UNOOSA_derived
M0174,USA_DeltaII_L1962_047,1962-09-02,1962,Space Race,Delta II,USA,USA,Private,1,Military Sat,Military Sat,6515.0,GEO,GEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,165.0,25326.2,0,,JSR/UNOOSA_derived
M0175,USA_DeltaIV_L1962_038,1962-09-03,1962,Space Race,Delta IV,USA,USA,Private,1,Technology Demo,Technology Demo,6723.0,Polar,Polar,Cape Canaveral LC-41,1,1,,0,0,0,0,72.8,10828.5,0,,JSR/UNOOSA_derived
M0176,USA_NewGlenn_L1962_015,1962-09-09,1962,Space Race,New Glenn,USA,USA,Government,0,Technology Demo,Technology Demo,7232.0,LEO,LEO,Kennedy LC-39A,1,1,,0,0,0,0,275.1,38039.3,0,,JSR/UNOOSA_derived
M0177,USSR_Cosmos-3M_L1962_011,1962-09-13,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,4612.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,119.2,25845.6,0,,JSR/UNOOSA_derived
M0178,USSR_Proton_L1962_009,1962-09-24,1962,Space Race,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,1384.0,Polar,Polar,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,153.0,110549.1,0,,JSR/UNOOSA_derived
M0179,USA_DeltaII_L1962_025,1962-09-25,1962,Space Race,Delta II,USA,USA,Government,0,Technology Demo,Technology Demo,4903.0,GEO,GEO,Vandenberg SLC-4E,1,1,,0,0,0,0,91.7,18702.8,0,,JSR/UNOOSA_derived
M0180,USA_FalconHeavy_L1962_030,1962-10-02,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Military Sat,Military Sat,5665.0,Polar,Polar,Cape Canaveral SLC-40,1,1,,0,0,0,0,88.2,15569.3,0,,JSR/UNOOSA_derived
M0181,USA_NewGlenn_L1962_036,1962-10-05,1962,Space Race,New Glenn,USA,USA,Government,0,Navigation Sat,Navigation Sat,1042.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,67.5,64779.3,0,,JSR/UNOOSA_derived
M0182,USA_AtlasV_L1962_014,1962-10-07,1962,Space Race,Atlas V,USA,USA,Government,0,Navigation Sat,Navigation Sat,762.0,MEO,MEO,Vandenberg SLC-4E,1,1,,0,0,0,0,191.7,251574.8,0,,JSR/UNOOSA_derived
M0183,USSR_Cosmos-3M_L1962_013,1962-10-11,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,4257.0,GTO,GTO,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,153.8,36128.7,0,,JSR/UNOOSA_derived
M0184,USSR_Zenit_L1962_001,1962-10-19,1962,Space Race,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,948.0,HEO,HEO,Baikonur Site 1,1,1,,0,0,0,0,107.9,113818.6,0,,JSR/UNOOSA_derived
M0185,USA_DeltaII_L1962_026,1962-10-22,1962,Space Race,Delta II,USA,USA,Private,1,Crew Module,Crew Module,3075.0,HEO,HEO,Kennedy LC-39A,1,1,,0,0,0,0,79.7,25918.7,0,,JSR/UNOOSA_derived
M0186,USSR_Soyuz_L1962_005,1962-10-25,1962,Space Race,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,3585.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,71.8,20027.9,0,,JSR/UNOOSA_derived
M0187,USA_FalconHeavy_L1962_043,1962-10-28,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Technology Demo,Technology Demo,2264.0,GTO,GTO,Vandenberg SLC-4E,1,1,,0,0,0,0,187.1,82641.3,0,,JSR/UNOOSA_derived
M0188,USA_DeltaII_L1962_028,1962-11-03,1962,Space Race,Delta II,USA,USA,Private,1,Comm Satellite,Comm Satellite,1474.0,GEO,GEO,Cape Canaveral LC-41,1,1,,0,0,0,0,92.9,63025.8,0,,JSR/UNOOSA_derived
M0189,USA_Antares_L1962_035,1962-11-04,1962,Space Race,Antares,USA,USA,Government,0,Navigation Sat,Navigation Sat,2928.0,TLI,TLI,Vandenberg SLC-4E,1,1,,0,0,0,0,127.4,43510.9,0,,JSR/UNOOSA_derived
M0190,USA_DeltaII_L1962_013,1962-11-07,1962,Space Race,Delta II,USA,USA,Government,0,Science Probe,Science Probe,7974.0,SSO,SSO,Kennedy LC-39A,1,1,,0,0,0,0,182.0,22824.2,0,,JSR/UNOOSA_derived
M0191,USA_Antares_L1962_008,1962-11-08,1962,Space Race,Antares,USA,USA,Private,1,Resupply,Resupply,6937.0,HEO,HEO,Kennedy LC-39A,1,1,,0,0,0,0,143.4,20671.8,0,,JSR/UNOOSA_derived
M0192,USSR_Cosmos-3M_L1962_019,1962-11-09,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7677.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,122.2,15917.7,0,,JSR/UNOOSA_derived
M0193,USA_FalconHeavy_L1962_024,1962-11-16,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Crew Module,Crew Module,1048.0,HEO,HEO,Vandenberg SLC-4E,0,0,Engine Failure,0,0,0,0,119.6,114122.1,0,,JSR/UNOOSA_derived
M0194,USA_Antares_L1962_045,1962-11-17,1962,Space Race,Antares,USA,USA,Government,0,Earth Observation,Earth Observation,5689.0,TLI,TLI,Cape Canaveral LC-41,1,1,,0,0,0,0,215.9,37950.4,0,,JSR/UNOOSA_derived
M0195,USA_Antares_L1962_037,1962-11-19,1962,Space Race,Antares,USA,USA,Private,1,Weather Satellite,Weather Satellite,6380.0,Polar,Polar,Cape Canaveral SLC-40,0,0,Structural Failure,0,0,0,0,153.6,24075.2,0,,JSR/UNOOSA_derived
M0196,USA_DeltaII_L1962_042,1962-11-21,1962,Space Race,Delta II,USA,USA,Private,1,Resupply,Resupply,6544.0,GTO,GTO,Kennedy LC-39A,1,1,,0,0,0,0,120.1,18352.7,0,,JSR/UNOOSA_derived
M0197,USA_DeltaII_L1962_003,1962-11-25,1962,Space Race,Delta II,USA,USA,Government,0,Crew Module,Crew Module,1994.0,SSO,SSO,Kennedy LC-39A,1,1,,0,0,0,0,169.2,84854.6,0,,JSR/UNOOSA_derived
M0198,USA_FalconHeavy_L1962_023,1962-11-25,1962,Space Race,Falcon Heavy,USA,USA,Private,1,Military Sat,Military Sat,2900.0,ISS,ISS,Kennedy LC-39A,1,1,,0,0,0,0,151.9,52379.3,0,,JSR/UNOOSA_derived
M0199,USA_FalconHeavy_L1962_020,1962-12-04,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Technology Demo,Technology Demo,3916.0,ISS,ISS,Cape Canaveral LC-41,1,1,,0,0,0,0,130.9,33427.0,0,,JSR/UNOOSA_derived
M0200,USA_Antares_L1962_004,1962-12-05,1962,Space Race,Antares,USA,USA,Government,0,Technology Demo,Technology Demo,6660.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,134.6,20210.2,0,,JSR/UNOOSA_derived
M0201,USA_FalconHeavy_L1962_009,1962-12-10,1962,Space Race,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,5505.0,TLI,TLI,Kennedy LC-39A,1,1,,0,0,0,0,87.9,15967.3,0,,JSR/UNOOSA_derived
M0202,USA_AtlasV_L1962_031,1962-12-14,1962,Space Race,Atlas V,USA,USA,Government,0,Technology Demo,Technology Demo,2571.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,74.7,29054.8,0,,JSR/UNOOSA_derived
M0203,USSR_Soyuz_L1962_006,1962-12-16,1962,Space Race,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,4699.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,70.6,15024.5,0,,JSR/UNOOSA_derived
M0204,USSR_Soyuz_L1963_016,1963-01-03,1963,Space Race,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,2449.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,187.5,76561.9,0,,JSR/UNOOSA_derived
M0205,USSR_Cosmos-3M_L1963_010,1963-01-10,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,716.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,218.0,304469.3,0,,JSR/UNOOSA_derived
M0206,USA_DeltaIV_L1963_014,1963-01-10,1963,Space Race,Delta IV,USA,USA,Private,1,Weather Satellite,Weather Satellite,2172.0,ISS,ISS,Cape Canaveral LC-41,1,1,,0,0,0,0,85.3,39272.6,0,,JSR/UNOOSA_derived
M0207,USA_FalconHeavy_L1963_020,1963-01-12,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Weather Satellite,Weather Satellite,6005.0,ISS,ISS,Kennedy LC-39A,1,1,,0,0,0,0,143.3,23863.4,0,,JSR/UNOOSA_derived
M0208,USA_Antares_L1963_006,1963-02-09,1963,Space Race,Antares,USA,USA,Government,0,Crew Module,Crew Module,7961.0,SSO,SSO,Vandenberg SLC-4E,1,1,,0,0,0,0,254.3,31943.2,0,,JSR/UNOOSA_derived
M0209,USA_DeltaII_L1963_011,1963-02-11,1963,Space Race,Delta II,USA,USA,Government,0,Resupply,Resupply,1271.0,TLI,TLI,Cape Canaveral LC-41,1,1,,0,0,0,0,176.6,138945.7,0,,JSR/UNOOSA_derived
M0210,USSR_Cosmos-3M_L1963_001,1963-02-12,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,4312.0,LEO,LEO,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,109.0,25278.3,0,,JSR/UNOOSA_derived
M0211,USSR_Zenit_L1963_006,1963-02-17,1963,Space Race,Zenit,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4874.0,TLI,TLI,Baikonur LC-81,1,1,,0,0,0,0,137.8,28272.5,0,,JSR/UNOOSA_derived
M0212,USA_AtlasV_L1963_031,1963-02-21,1963,Space Race,Atlas V,USA,USA,Government,0,Crew Module,Crew Module,2538.0,HEO,HEO,Kennedy LC-39A,1,1,,0,0,0,0,200.9,79156.8,0,,JSR/UNOOSA_derived
M0213,USA_FalconHeavy_L1963_027,1963-03-10,1963,Space Race,Falcon Heavy,USA,USA,Government,0,Resupply,Resupply,6904.0,GTO,GTO,Vandenberg SLC-4E,1,1,,0,0,0,0,134.4,19467.0,0,,JSR/UNOOSA_derived
M0214,USSR_Cosmos-3M_L1963_013,1963-03-16,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7528.0,GTO,GTO,Plesetsk LC-132,1,1,,0,0,0,0,181.8,24149.8,0,,JSR/UNOOSA_derived
M0215,USSR_Cosmos-3M_L1963_003,1963-03-18,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7620.0,Polar,Polar,Plesetsk LC-132,1,1,,0,0,0,0,62.5,8202.1,0,,JSR/UNOOSA_derived
M0216,USSR_Zenit_L1963_014,1963-03-18,1963,Space Race,Zenit,USSR,USSR,Government,0,Science Probe,Science Probe,6156.0,HEO,HEO,Baikonur LC-81,1,1,,0,0,0,0,119.6,19428.2,0,,JSR/UNOOSA_derived
M0217,USSR_Soyuz_L1963_015,1963-03-23,1963,Space Race,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,2710.0,TLI,TLI,Baikonur LC-81,1,1,,0,0,0,0,147.2,54317.3,0,,JSR/UNOOSA_derived
M0218,USA_AtlasV_L1963_034,1963-03-24,1963,Space Race,Atlas V,USA,USA,Private,1,Weather Satellite,Weather Satellite,2435.0,ISS,ISS,Vandenberg SLC-4E,1,1,,0,0,0,0,67.8,27843.9,0,,JSR/UNOOSA_derived
M0219,USA_Falcon9_L1963_036,1963-04-01,1963,Space Race,Falcon 9,USA,USA,Private,1,Science Probe,Science Probe,1713.0,GTO,GTO,Cape Canaveral LC-41,1,1,,0,0,0,0,204.2,119206.1,0,,JSR/UNOOSA_derived
M0220,USSR_Soyuz_L1963_019,1963-04-04,1963,Space Race,Soyuz,USSR,USSR,Government,0,Military Sat,Military Sat,3206.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,133.6,41671.9,0,,JSR/UNOOSA_derived
M0221,USA_Falcon9_L1963_009,1963-04-26,1963,Space Race,Falcon 9,USA,USA,Private,1,Military Sat,Military Sat,2572.0,Polar,Polar,Vandenberg SLC-4E,1,1,,0,0,0,0,136.6,53110.4,0,,JSR/UNOOSA_derived
M0222,USA_Falcon9_L1963_028,1963-04-27,1963,Space Race,Falcon 9,USA,USA,Private,1,Weather Satellite,Weather Satellite,5573.0,TLI,TLI,Cape Canaveral SLC-40,0,0,Structural Failure,0,0,0,0,99.3,17818.1,0,,JSR/UNOOSA_derived
M0223,USA_NewGlenn_L1963_025,1963-05-08,1963,Space Race,New Glenn,USA,USA,Private,1,Weather Satellite,Weather Satellite,1775.0,HEO,HEO,Vandenberg SLC-4E,1,1,,0,0,0,0,173.7,97859.2,0,,JSR/UNOOSA_derived
M0224,USA_NewGlenn_L1963_037,1963-05-21,1963,Space Race,New Glenn,USA,USA,Private,1,Crew Module,Crew Module,2673.0,HEO,HEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,155.8,58286.6,0,,JSR/UNOOSA_derived
M0225,USSR_Cosmos-3M_L1963_020,1963-05-23,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,7683.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,122.4,15931.3,0,,JSR/UNOOSA_derived
M0226,USA_Falcon9_L1963_001,1963-05-28,1963,Space Race,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,6012.0,TLI,TLI,Cape Canaveral SLC-40,1,1,,0,0,0,0,74.6,12408.5,0,,JSR/UNOOSA_derived
M0227,USSR_Cosmos-3M_L1963_008,1963-06-08,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,6322.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,78.0,12337.9,0,,JSR/UNOOSA_derived
M0228,USSR_Proton_L1963_012,1963-06-09,1963,Space Race,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,7262.0,HEO,HEO,Baikonur Site 1,1,1,,0,0,0,0,221.1,30446.2,0,,JSR/UNOOSA_derived
M0229,USA_NewGlenn_L1963_033,1963-06-10,1963,Space Race,New Glenn,USA,USA,Private,1,Comm Satellite,Comm Satellite,275.0,HEO,HEO,Cape Canaveral LC-41,1,1,,0,0,0,0,114.2,415272.7,0,,JSR/UNOOSA_derived
M0230,USA_Antares_L1963_010,1963-06-20,1963,Space Race,Antares,USA,USA,Government,0,Earth Observation,Earth Observation,3801.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,121.2,31886.3,0,,JSR/UNOOSA_derived
M0231,USA_Falcon9_L1963_017,1963-06-25,1963,Space Race,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,6711.0,GTO,GTO,Cape Canaveral SLC-40,1,1,,0,0,0,0,216.1,32200.9,0,,JSR/UNOOSA_derived
M0232,USA_Falcon9_L1963_015,1963-07-12,1963,Space Race,Falcon 9,USA,USA,Government,0,Resupply,Resupply,1297.0,GEO,GEO,Cape Canaveral LC-41,1,1,,0,0,0,0,222.0,171164.2,0,,JSR/UNOOSA_derived
M0233,USSR_Cosmos-3M_L1963_004,1963-07-21,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,2146.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,74.9,34902.1,0,,JSR/UNOOSA_derived
M0234,USA_AtlasV_L1963_032,1963-07-26,1963,Space Race,Atlas V,USA,USA,Private,1,Earth Observation,Earth Observation,7850.0,GTO,GTO,Cape Canaveral SLC-40,1,1,,0,0,0,0,263.9,33617.8,0,,JSR/UNOOSA_derived
M0235,USSR_Zenit_L1963_007,1963-07-28,1963,Space Race,Zenit,USSR,USSR,Government,0,Military Sat,Military Sat,6642.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,215.8,32490.2,0,,JSR/UNOOSA_derived
M0236,USA_FalconHeavy_L1963_002,1963-08-01,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Science Probe,Science Probe,1846.0,SSO,SSO,Vandenberg SLC-4E,1,1,,0,0,0,0,147.9,80119.2,0,,JSR/UNOOSA_derived
M0237,USSR_Molniya_L1963_017,1963-08-02,1963,Space Race,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,455.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,90.0,197802.2,0,,JSR/UNOOSA_derived
M0238,USSR_Zenit_L1963_021,1963-08-06,1963,Space Race,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,1839.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,100.1,54431.8,0,,JSR/UNOOSA_derived
M0239,USA_FalconHeavy_L1963_013,1963-08-16,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,6451.0,TLI,TLI,Cape Canaveral LC-41,1,1,,0,0,0,0,115.0,17826.7,0,,JSR/UNOOSA_derived
M0240,USA_DeltaIV_L1963_018,1963-08-17,1963,Space Race,Delta IV,USA,USA,Private,1,Comm Satellite,Comm Satellite,571.0,ISS,ISS,Cape Canaveral SLC-40,1,1,,0,0,0,0,78.5,137478.1,0,,JSR/UNOOSA_derived
M0241,USA_FalconHeavy_L1963_024,1963-08-18,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Weather Satellite,Weather Satellite,4504.0,TLI,TLI,Vandenberg SLC-4E,1,1,,0,0,0,0,154.4,34280.6,0,,JSR/UNOOSA_derived
M0242,USSR_Soyuz_L1963_002,1963-08-23,1963,Space Race,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,1327.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,87.7,66088.9,0,,JSR/UNOOSA_derived
M0243,USA_FalconHeavy_L1963_016,1963-08-25,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Crew Module,Crew Module,4732.0,SSO,SSO,Kennedy LC-39A,1,1,,0,0,0,0,97.4,20583.3,0,,JSR/UNOOSA_derived
M0244,USA_AtlasV_L1963_005,1963-09-05,1963,Space Race,Atlas V,USA,USA,Private,1,Military Sat,Military Sat,7660.0,GTO,GTO,Cape Canaveral SLC-40,1,1,,0,0,0,0,232.7,30378.6,0,,JSR/UNOOSA_derived
M0245,USA_Antares_L1963_030,1963-09-06,1963,Space Race,Antares,USA,USA,Private,1,Science Probe,Science Probe,5780.0,Polar,Polar,Cape Canaveral LC-41,1,1,,0,0,0,0,118.1,20432.5,0,,JSR/UNOOSA_derived
M0246,USA_Falcon9_L1963_004,1963-09-12,1963,Space Race,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,5462.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,72.2,13218.6,0,,JSR/UNOOSA_derived
M0247,USSR_Proton_L1963_011,1963-09-16,1963,Space Race,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,7846.0,LEO,LEO,Baikonur LC-81,1,1,,0,0,0,0,101.2,12898.3,0,,JSR/UNOOSA_derived
M0248,USA_DeltaII_L1963_007,1963-10-05,1963,Space Race,Delta II,USA,USA,Government,0,Science Probe,Science Probe,4317.0,ISS,ISS,Vandenberg SLC-4E,1,1,,0,0,0,0,166.8,38637.9,0,,JSR/UNOOSA_derived
M0249,USA_FalconHeavy_L1963_008,1963-10-09,1963,Space Race,Falcon Heavy,USA,USA,Government,0,Comm Satellite,Comm Satellite,865.0,LEO,LEO,Cape Canaveral LC-41,1,1,,0,0,0,0,76.3,88208.1,0,,JSR/UNOOSA_derived
M0250,USA_DeltaIV_L1963_012,1963-10-14,1963,Space Race,Delta IV,USA,USA,Government,0,Earth Observation,Earth Observation,993.0,SSO,SSO,Cape Canaveral SLC-40,1,1,,0,0,0,0,91.4,92044.3,0,,JSR/UNOOSA_derived
M0251,USA_DeltaIV_L1963_023,1963-10-16,1963,Space Race,Delta IV,USA,USA,Government,0,Resupply,Resupply,5856.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,93.1,15898.2,0,,JSR/UNOOSA_derived
M0252,USA_FalconHeavy_L1963_021,1963-10-19,1963,Space Race,Falcon Heavy,USA,USA,Government,0,Comm Satellite,Comm Satellite,5089.0,HEO,HEO,Cape Canaveral LC-41,0,0,Engine Failure,0,0,0,0,174.1,34211.0,0,,JSR/UNOOSA_derived
M0253,USA_FalconHeavy_L1963_019,1963-10-24,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Crew Module,Crew Module,7829.0,MEO,MEO,Vandenberg SLC-4E,1,1,,0,0,0,0,118.7,15161.6,0,,JSR/UNOOSA_derived
M0254,USA_Falcon9_L1963_035,1963-10-28,1963,Space Race,Falcon 9,USA,USA,Private,1,Technology Demo,Technology Demo,4851.0,TLI,TLI,Cape Canaveral LC-41,1,1,,0,0,0,0,129.0,26592.5,0,,JSR/UNOOSA_derived
M0255,USSR_Soyuz_L1963_009,1963-11-06,1963,Space Race,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,563.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,102.4,181882.8,0,,JSR/UNOOSA_derived
M0256,USA_Antares_L1963_029,1963-11-08,1963,Space Race,Antares,USA,USA,Government,0,Navigation Sat,Navigation Sat,615.0,SSO,SSO,Kennedy LC-39A,1,1,,0,0,0,0,164.8,267967.5,0,,JSR/UNOOSA_derived
