Mission_ID,Mission_Name,year,Space_Era,Rocket,Country,Agency,Agency_Type,Commercial_Mission,Mission_Type,Payload_Type,Payload_Mass_kg,orbit,destination,Launch_Site,Launch_Success,Mission_Success,Failure_Reason,Booster_Landing,reusable,crewed,Crew_Count,Mission_Cost_USD_M,Cost_Per_kg,AI_Assisted,AI_Role,Cost_Efficiency,Mission_Complexity,Agency_Success_Rate
M0145,USA_FalconHeavy_L1962_002,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Technology Demo,Technology Demo,379.0,HEO,HEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,228.6,603166,0,No AI Used in Mission,1.66,2.665,0.9441147378832839
M0146,USA_Falcon9_L1962_033,1962,Space Race,Falcon 9,USA,USA,Private,1,Resupply,Resupply,4897.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,133.9,27343,0,No AI Used in Mission,36.57,6.236000000000001,0.9441147378832839
M0147,USSR_Molniya_L1962_002,1962,Space Race,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,4054.0,LEO,LEO,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,133.9,33029,0,No AI Used in Mission,30.28,5.393000000000001,0.8824034334763948
M0148,USSR_Cosmos-3M_L1962_016,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,5258.0,ISS,ISS,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,79.4,15100,0,No AI Used in Mission,66.22,6.052,0.8824034334763948
M0149,USSR_Soyuz_L1962_008,1962,Space Race,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7840.0,MEO,MEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,169.3,21594,0,No AI Used in Mission,46.31,9.533,0.8824034334763948
M0150,USA_Antares_L1962_007,1962,Space Race,Antares,USA,USA,Government,0,Military Sat,Military Sat,3196.0,GTO,GTO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,70.9,22184,0,No AI Used in Mission,45.08,3.9050000000000002,0.9441147378832839
M0151,USSR_Cosmos-3M_L1962_010,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,2388.0,TLI,TLI,Plesetsk LC-132,1,1,No Failure,0,0,0,0,157.0,65745,0,No AI Used in Mission,15.21,3.958,0.8824034334763948
M0152,USA_Falcon9_L1962_016,1962,Space Race,Falcon 9,USA,USA,Government,0,Comm Satellite,Comm Satellite,3134.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,147.8,47160,0,No AI Used in Mission,21.2,4.612,0.9441147378832839
M0153,USSR_Molniya_L1962_004,1962,Space Race,Molniya,USSR,USSR,Government,0,Military Sat,Military Sat,500.0,GTO,GTO,Baikonur LC-81,1,1,No Failure,0,0,0,0,113.8,227600,0,No AI Used in Mission,4.39,1.638,0.8824034334763948
M0154,USA_DeltaII_L1962_012,1962,Space Race,Delta II,USA,USA,Private,1,Crew Module,Crew Module,1979.0,LEO,LEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,166.7,84234,0,No AI Used in Mission,11.87,3.646,0.9441147378832839
M0155,USA_DeltaIV_L1962_029,1962,Space Race,Delta IV,USA,USA,Government,0,Resupply,Resupply,2437.0,Polar,Polar,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,95.5,39187,0,No AI Used in Mission,25.52,3.392,0.9441147378832839
M0156,USA_DeltaIV_L1962_005,1962,Space Race,Delta IV,USA,USA,Private,1,Navigation Sat,Navigation Sat,1282.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,223.4,174259,0,No AI Used in Mission,5.74,3.516,0.9441147378832839
M0157,USA_Antares_L1962_017,1962,Space Race,Antares,USA,USA,Government,0,Military Sat,Military Sat,1131.0,GTO,GTO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,169.9,150221,0,No AI Used in Mission,6.66,2.83,0.9441147378832839
M0158,USA_NewGlenn_L1962_051,1962,Space Race,New Glenn,USA,USA,Government,0,Earth Observation,Earth Observation,7351.0,SSO,SSO,Vandenberg SLC-4E,0,0,Engine Failure,0,0,0,0,109.1,14841,0,No AI Used in Mission,67.38,8.442,0.9441147378832839
M0159,USSR_Soyuz_L1962_020,1962,Space Race,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,5750.0,Polar,Polar,Baikonur LC-81,1,1,No Failure,0,0,0,0,102.6,17843,0,No AI Used in Mission,56.04,6.776,0.8824034334763948
M0160,USA_NewGlenn_L1962_040,1962,Space Race,New Glenn,USA,USA,Private,1,Weather Satellite,Weather Satellite,7646.0,LEO,LEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,200.5,26222,0,No AI Used in Mission,38.13,9.651,0.9441147378832839
M0161,USSR_Cosmos-3M_L1962_015,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Crew Module,Crew Module,7182.0,GEO,GEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,165.8,23085,0,No AI Used in Mission,43.32,8.84,0.8824034334763948
M0162,USSR_Proton_L1962_012,1962,Space Race,Proton,USSR,USSR,Government,0,Resupply,Resupply,2113.0,SSO,SSO,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,177.6,84051,0,No AI Used in Mission,11.9,3.8890000000000002,0.8824034334763948
M0163,USSR_Soyuz_L1962_017,1962,Space Race,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,5885.0,Polar,Polar,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,73.4,12472,0,No AI Used in Mission,80.18,6.619,0.8824034334763948
M0164,USA_DeltaII_L1962_022,1962,Space Race,Delta II,USA,USA,Private,1,Weather Satellite,Weather Satellite,749.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,55.3,73831,0,No AI Used in Mission,13.54,1.302,0.9441147378832839
M0165,USA_Antares_L1962_044,1962,Space Race,Antares,USA,USA,Government,0,Crew Module,Crew Module,2741.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,232.4,84786,0,No AI Used in Mission,11.79,5.0649999999999995,0.9441147378832839
M0166,USA_AtlasV_L1962_034,1962,Space Race,Atlas V,USA,USA,Private,1,Crew Module,Crew Module,921.0,Polar,Polar,Cape Canaveral LC-41,0,0,Engine Failure,0,0,0,0,93.8,101845,0,No AI Used in Mission,9.82,1.859,0.9441147378832839
M0167,USA_Antares_L1962_011,1962,Space Race,Antares,USA,USA,Government,0,Resupply,Resupply,5011.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,132.5,26441,0,No AI Used in Mission,37.82,6.336,0.9441147378832839
M0168,USA_NewGlenn_L1962_006,1962,Space Race,New Glenn,USA,USA,Government,0,Technology Demo,Technology Demo,6315.0,Polar,Polar,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,229.7,36373,0,No AI Used in Mission,27.49,8.612,0.9441147378832839
M0169,USA_DeltaIV_L1962_001,1962,Space Race,Delta IV,USA,USA,Government,0,Weather Satellite,Weather Satellite,7124.0,HEO,HEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,143.2,20101,0,No AI Used in Mission,49.75,8.556,0.9441147378832839
M0170,USA_Falcon9_L1962_046,1962,Space Race,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,1676.0,TLI,TLI,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,181.4,108233,0,No AI Used in Mission,9.24,3.49,0.9441147378832839
M0171,USA_Antares_L1962_049,1962,Space Race,Antares,USA,USA,Government,0,Weather Satellite,Weather Satellite,5201.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,122.3,23514,0,No AI Used in Mission,42.53,6.4239999999999995,0.9441147378832839
M0172,USA_Antares_L1962_027,1962,Space Race,Antares,USA,USA,Government,0,Science Probe,Science Probe,6312.0,LEO,LEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,129.3,20484,0,No AI Used in Mission,48.82,7.605,0.9441147378832839
M0173,USA_NewGlenn_L1962_050,1962,Space Race,New Glenn,USA,USA,Private,1,Navigation Sat,Navigation Sat,3213.0,Polar,Polar,Cape Canaveral LC-41,0,0,Range Safety,0,0,0,0,170.3,53003,0,No AI Used in Mission,18.87,4.916,0.9441147378832839
M0174,USA_DeltaII_L1962_047,1962,Space Race,Delta II,USA,USA,Private,1,Military Sat,Military Sat,6515.0,GEO,GEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,165.0,25326,0,No AI Used in Mission,39.48,8.165,0.9441147378832839
M0175,USA_DeltaIV_L1962_038,1962,Space Race,Delta IV,USA,USA,Private,1,Technology Demo,Technology Demo,6723.0,Polar,Polar,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,72.8,10828,0,No AI Used in Mission,92.35,7.451,0.9441147378832839
M0176,USA_NewGlenn_L1962_015,1962,Space Race,New Glenn,USA,USA,Government,0,Technology Demo,Technology Demo,7232.0,LEO,LEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,275.1,38039,0,No AI Used in Mission,26.29,9.983,0.9441147378832839
M0177,USSR_Cosmos-3M_L1962_011,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,4612.0,MEO,MEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,119.2,25845,0,No AI Used in Mission,38.69,5.804,0.8824034334763948
M0178,USSR_Proton_L1962_009,1962,Space Race,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,1384.0,Polar,Polar,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,153.0,110549,0,No AI Used in Mission,9.05,2.9139999999999997,0.8824034334763948
M0179,USA_DeltaII_L1962_025,1962,Space Race,Delta II,USA,USA,Government,0,Technology Demo,Technology Demo,4903.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,91.7,18702,0,No AI Used in Mission,53.47,5.819999999999999,0.9441147378832839
M0180,USA_FalconHeavy_L1962_030,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Military Sat,Military Sat,5665.0,Polar,Polar,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,88.2,15569,0,No AI Used in Mission,64.23,6.547,0.9441147378832839
M0181,USA_NewGlenn_L1962_036,1962,Space Race,New Glenn,USA,USA,Government,0,Navigation Sat,Navigation Sat,1042.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,67.5,64779,0,No AI Used in Mission,15.44,1.717,0.9441147378832839
M0182,USA_AtlasV_L1962_014,1962,Space Race,Atlas V,USA,USA,Government,0,Navigation Sat,Navigation Sat,762.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,191.7,251574,0,No AI Used in Mission,3.97,2.679,0.9441147378832839
M0183,USSR_Cosmos-3M_L1962_013,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,4257.0,GTO,GTO,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,153.8,36128,0,No AI Used in Mission,27.68,5.795,0.8824034334763948
M0184,USSR_Zenit_L1962_001,1962,Space Race,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,948.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,107.9,113818,0,No AI Used in Mission,8.79,2.027,0.8824034334763948
M0185,USA_DeltaII_L1962_026,1962,Space Race,Delta II,USA,USA,Private,1,Crew Module,Crew Module,3075.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,79.7,25918,0,No AI Used in Mission,38.58,3.8720000000000003,0.9441147378832839
M0186,USSR_Soyuz_L1962_005,1962,Space Race,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,3585.0,ISS,ISS,Baikonur LC-81,1,1,No Failure,0,0,0,0,71.8,20027,0,No AI Used in Mission,49.93,4.303,0.8824034334763948
M0187,USA_FalconHeavy_L1962_043,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Technology Demo,Technology Demo,2264.0,GTO,GTO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,187.1,82641,0,No AI Used in Mission,12.1,4.135,0.9441147378832839
M0188,USA_DeltaII_L1962_028,1962,Space Race,Delta II,USA,USA,Private,1,Comm Satellite,Comm Satellite,1474.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,92.9,63025,0,No AI Used in Mission,15.87,2.403,0.9441147378832839
M0189,USA_Antares_L1962_035,1962,Space Race,Antares,USA,USA,Government,0,Navigation Sat,Navigation Sat,2928.0,TLI,TLI,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,127.4,43510,0,No AI Used in Mission,22.98,4.202,0.9441147378832839
M0190,USA_DeltaII_L1962_013,1962,Space Race,Delta II,USA,USA,Government,0,Science Probe,Science Probe,7974.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,182.0,22824,0,No AI Used in Mission,43.81,9.794,0.9441147378832839
M0191,USA_Antares_L1962_008,1962,Space Race,Antares,USA,USA,Private,1,Resupply,Resupply,6937.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,143.4,20671,0,No AI Used in Mission,48.38,8.371,0.9441147378832839
M0192,USSR_Cosmos-3M_L1962_019,1962,Space Race,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7677.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,122.2,15917,0,No AI Used in Mission,62.82,8.899,0.8824034334763948
M0193,USA_FalconHeavy_L1962_024,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Crew Module,Crew Module,1048.0,HEO,HEO,Vandenberg SLC-4E,0,0,Engine Failure,0,0,0,0,119.6,114122,0,No AI Used in Mission,8.76,2.2439999999999998,0.9441147378832839
M0194,USA_Antares_L1962_045,1962,Space Race,Antares,USA,USA,Government,0,Earth Observation,Earth Observation,5689.0,TLI,TLI,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,215.9,37950,0,No AI Used in Mission,26.35,7.848000000000001,0.9441147378832839
M0195,USA_Antares_L1962_037,1962,Space Race,Antares,USA,USA,Private,1,Weather Satellite,Weather Satellite,6380.0,Polar,Polar,Cape Canaveral SLC-40,0,0,Structural Failure,0,0,0,0,153.6,24075,0,No AI Used in Mission,41.54,7.916,0.9441147378832839
M0196,USA_DeltaII_L1962_042,1962,Space Race,Delta II,USA,USA,Private,1,Resupply,Resupply,6544.0,GTO,GTO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,120.1,18352,0,No AI Used in Mission,54.49,7.744999999999999,0.9441147378832839
M0197,USA_DeltaII_L1962_003,1962,Space Race,Delta II,USA,USA,Government,0,Crew Module,Crew Module,1994.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,169.2,84854,0,No AI Used in Mission,11.78,3.686,0.9441147378832839
M0198,USA_FalconHeavy_L1962_023,1962,Space Race,Falcon Heavy,USA,USA,Private,1,Military Sat,Military Sat,2900.0,ISS,ISS,Kennedy LC-39A,1,1,No Failure,0,0,0,0,151.9,52379,0,No AI Used in Mission,19.09,4.4190000000000005,0.9441147378832839
M0199,USA_FalconHeavy_L1962_020,1962,Space Race,Falcon Heavy,USA,USA,Government,0,Technology Demo,Technology Demo,3916.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,130.9,33427,0,No AI Used in Mission,29.92,5.225,0.9441147378832839
M0200,USA_Antares_L1962_004,1962,Space Race,Antares,USA,USA,Government,0,Technology Demo,Technology Demo,6660.0,LEO,LEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,134.6,20210,0,No AI Used in Mission,49.48,8.006,0.9441147378832839
M0201,USA_FalconHeavy_L1962_009,1962,Space Race,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,5505.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,87.9,15967,0,No AI Used in Mission,62.63,6.384,0.9441147378832839
M0202,USA_AtlasV_L1962_031,1962,Space Race,Atlas V,USA,USA,Government,0,Technology Demo,Technology Demo,2571.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,74.7,29054,0,No AI Used in Mission,34.42,3.318,0.9441147378832839
M0203,USSR_Soyuz_L1962_006,1962,Space Race,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,4699.0,SSO,SSO,Baikonur Site 1,1,1,No Failure,0,0,0,0,70.6,15024,0,No AI Used in Mission,66.56,5.404999999999999,0.8824034334763948
M0204,USSR_Soyuz_L1963_016,1963,Space Race,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,2449.0,TLI,TLI,Plesetsk LC-132,1,1,No Failure,0,0,0,0,187.5,76561,0,No AI Used in Mission,13.06,4.324,0.8824034334763948
M0205,USSR_Cosmos-3M_L1963_010,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,716.0,MEO,MEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,218.0,304469,0,No AI Used in Mission,3.28,2.896,0.8824034334763948
M0206,USA_DeltaIV_L1963_014,1963,Space Race,Delta IV,USA,USA,Private,1,Weather Satellite,Weather Satellite,2172.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,85.3,39272,0,No AI Used in Mission,25.46,3.0250000000000004,0.9441147378832839
M0207,USA_FalconHeavy_L1963_020,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Weather Satellite,Weather Satellite,6005.0,ISS,ISS,Kennedy LC-39A,1,1,No Failure,0,0,0,0,143.3,23863,0,No AI Used in Mission,41.91,7.438,0.9441147378832839
M0208,USA_Antares_L1963_006,1963,Space Race,Antares,USA,USA,Government,0,Crew Module,Crew Module,7961.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,254.3,31943,0,No AI Used in Mission,31.31,10.504000000000001,0.9441147378832839
M0209,USA_DeltaII_L1963_011,1963,Space Race,Delta II,USA,USA,Government,0,Resupply,Resupply,1271.0,TLI,TLI,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,176.6,138945,0,No AI Used in Mission,7.2,3.037,0.9441147378832839
M0210,USSR_Cosmos-3M_L1963_001,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,4312.0,LEO,LEO,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,109.0,25278,0,No AI Used in Mission,39.56,5.402,0.8824034334763948
M0211,USSR_Zenit_L1963_006,1963,Space Race,Zenit,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4874.0,TLI,TLI,Baikonur LC-81,1,1,No Failure,0,0,0,0,137.8,28272,0,No AI Used in Mission,35.37,6.252,0.8824034334763948
M0212,USA_AtlasV_L1963_031,1963,Space Race,Atlas V,USA,USA,Government,0,Crew Module,Crew Module,2538.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,200.9,79156,0,No AI Used in Mission,12.63,4.547,0.9441147378832839
M0213,USA_FalconHeavy_L1963_027,1963,Space Race,Falcon Heavy,USA,USA,Government,0,Resupply,Resupply,6904.0,GTO,GTO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,134.4,19467,0,No AI Used in Mission,51.37,8.248,0.9441147378832839
M0214,USSR_Cosmos-3M_L1963_013,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7528.0,GTO,GTO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,181.8,24149,0,No AI Used in Mission,41.41,9.346,0.8824034334763948
M0215,USSR_Cosmos-3M_L1963_003,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7620.0,Polar,Polar,Plesetsk LC-132,1,1,No Failure,0,0,0,0,62.5,8202,0,No AI Used in Mission,121.92,8.245000000000001,0.8824034334763948
M0216,USSR_Zenit_L1963_014,1963,Space Race,Zenit,USSR,USSR,Government,0,Science Probe,Science Probe,6156.0,HEO,HEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,119.6,19428,0,No AI Used in Mission,51.47,7.351999999999999,0.8824034334763948
M0217,USSR_Soyuz_L1963_015,1963,Space Race,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,2710.0,TLI,TLI,Baikonur LC-81,1,1,No Failure,0,0,0,0,147.2,54317,0,No AI Used in Mission,18.41,4.182,0.8824034334763948
M0218,USA_AtlasV_L1963_034,1963,Space Race,Atlas V,USA,USA,Private,1,Weather Satellite,Weather Satellite,2435.0,ISS,ISS,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,67.8,27843,0,No AI Used in Mission,35.91,3.113,0.9441147378832839
M0219,USA_Falcon9_L1963_036,1963,Space Race,Falcon 9,USA,USA,Private,1,Science Probe,Science Probe,1713.0,GTO,GTO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,204.2,119206,0,No AI Used in Mission,8.39,3.755,0.9441147378832839
M0220,USSR_Soyuz_L1963_019,1963,Space Race,Soyuz,USSR,USSR,Government,0,Military Sat,Military Sat,3206.0,MEO,MEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,133.6,41671,0,No AI Used in Mission,24.0,4.542,0.8824034334763948
M0221,USA_Falcon9_L1963_009,1963,Space Race,Falcon 9,USA,USA,Private,1,Military Sat,Military Sat,2572.0,Polar,Polar,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,136.6,53110,0,No AI Used in Mission,18.83,3.9379999999999997,0.9441147378832839
M0222,USA_Falcon9_L1963_028,1963,Space Race,Falcon 9,USA,USA,Private,1,Weather Satellite,Weather Satellite,5573.0,TLI,TLI,Cape Canaveral SLC-40,0,0,Structural Failure,0,0,0,0,99.3,17818,0,No AI Used in Mission,56.12,6.566000000000001,0.9441147378832839
M0223,USA_NewGlenn_L1963_025,1963,Space Race,New Glenn,USA,USA,Private,1,Weather Satellite,Weather Satellite,1775.0,HEO,HEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,173.7,97859,0,No AI Used in Mission,10.22,3.5119999999999996,0.9441147378832839
M0224,USA_NewGlenn_L1963_037,1963,Space Race,New Glenn,USA,USA,Private,1,Crew Module,Crew Module,2673.0,HEO,HEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,155.8,58286,0,No AI Used in Mission,17.16,4.231,0.9441147378832839
M0225,USSR_Cosmos-3M_L1963_020,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,7683.0,ISS,ISS,Baikonur LC-81,1,1,No Failure,0,0,0,0,122.4,15931,0,No AI Used in Mission,62.77,8.907,0.8824034334763948
M0226,USA_Falcon9_L1963_001,1963,Space Race,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,6012.0,TLI,TLI,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,74.6,12408,0,No AI Used in Mission,80.59,6.757999999999999,0.9441147378832839
M0227,USSR_Cosmos-3M_L1963_008,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,6322.0,TLI,TLI,Plesetsk LC-132,1,1,No Failure,0,0,0,0,78.0,12337,0,No AI Used in Mission,81.05,7.102,0.8824034334763948
M0228,USSR_Proton_L1963_012,1963,Space Race,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,7262.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,221.1,30446,0,No AI Used in Mission,32.84,9.472999999999999,0.8824034334763948
M0229,USA_NewGlenn_L1963_033,1963,Space Race,New Glenn,USA,USA,Private,1,Comm Satellite,Comm Satellite,275.0,HEO,HEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,114.2,415272,0,No AI Used in Mission,2.41,1.4170000000000003,0.9441147378832839
M0230,USA_Antares_L1963_010,1963,Space Race,Antares,USA,USA,Government,0,Earth Observation,Earth Observation,3801.0,LEO,LEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,121.2,31886,0,No AI Used in Mission,31.36,5.013,0.9441147378832839
M0231,USA_Falcon9_L1963_017,1963,Space Race,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,6711.0,GTO,GTO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,216.1,32200,0,No AI Used in Mission,31.06,8.872,0.9441147378832839
M0232,USA_Falcon9_L1963_015,1963,Space Race,Falcon 9,USA,USA,Government,0,Resupply,Resupply,1297.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,222.0,171164,0,No AI Used in Mission,5.84,3.5170000000000003,0.9441147378832839
M0233,USSR_Cosmos-3M_L1963_004,1963,Space Race,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,2146.0,GEO,GEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,74.9,34902,0,No AI Used in Mission,28.65,2.895,0.8824034334763948
M0234,USA_AtlasV_L1963_032,1963,Space Race,Atlas V,USA,USA,Private,1,Earth Observation,Earth Observation,7850.0,GTO,GTO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,263.9,33617,0,No AI Used in Mission,29.75,10.488999999999999,0.9441147378832839
M0235,USSR_Zenit_L1963_007,1963,Space Race,Zenit,USSR,USSR,Government,0,Military Sat,Military Sat,6642.0,ISS,ISS,Baikonur LC-81,1,1,No Failure,0,0,0,0,215.8,32490,0,No AI Used in Mission,30.78,8.8,0.8824034334763948
M0236,USA_FalconHeavy_L1963_002,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Science Probe,Science Probe,1846.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,147.9,80119,0,No AI Used in Mission,12.48,3.325,0.9441147378832839
M0237,USSR_Molniya_L1963_017,1963,Space Race,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,455.0,ISS,ISS,Baikonur Site 1,1,1,No Failure,0,0,0,0,90.0,197802,0,No AI Used in Mission,5.06,1.355,0.8824034334763948
M0238,USSR_Zenit_L1963_021,1963,Space Race,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,1839.0,HEO,HEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,100.1,54431,0,No AI Used in Mission,18.37,2.84,0.8824034334763948
M0239,USA_FalconHeavy_L1963_013,1963,Space Race,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,6451.0,TLI,TLI,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,115.0,17826,0,No AI Used in Mission,56.1,7.600999999999999,0.9441147378832839
M0240,USA_DeltaIV_L1963_018,1963,Space Race,Delta IV,USA,USA,Private,1,Comm Satellite,Comm Satellite,571.0,ISS,ISS,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,78.5,137478,0,No AI Used in Mission,7.27,1.3559999999999999,0.9441147378832839
